episode,step,episode_return,cost_per_order,delivered,dropped,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
39,2974,-194.5820000000001,18.788439999999994,50,35,0.9293675,2.8234171867370605,58,19,16,88,493
40,3024,-213.63500000000005,22.90981481481481,27,14,0.92818,3.179635524749756,36,7,7,47,506
41,3099,-63.03400000000005,16.323849999999993,40,16,0.92639875,2.9802768230438232,51,16,8,66,524
42,3182,-39.43400000000003,15.305617021276591,47,20,0.9244275,3.1008052825927734,55,21,7,75,545
43,3264,-158.29900000000006,18.17021428571428,42,23,0.92248,2.8573451042175293,51,16,15,71,566
44,3351,145.4949999999998,11.824387755102036,49,11,0.92041375,2.965195894241333,58,18,11,77,587
45,3429,-335.02400000000006,23.549578947368417,38,32,0.91856125,2.5889453887939453,47,17,14,69,607
46,3520,-98.70400000000016,17.240772727272724,44,23,0.9164,2.198159694671631,54,26,11,80,630
47,3593,-96.30800000000005,16.82482051282051,39,16,0.91466625,2.608663558959961,48,11,14,65,648
48,3656,-80.0600000000001,17.351470588235287,34,12,0.91317,2.8136000633239746,43,9,11,55,664
49,3730,-393.64100000000013,24.833102564102557,39,37,0.9114125,2.4018499851226807,49,10,15,69,682
50,3805,-424.252,26.403199999999995,35,34,0.90963125,2.3700993061065674,46,15,14,68,701
51,3905,-405.68700000000035,23.521212765957443,47,46,0.90725625,2.272515058517456,59,22,19,89,726
52,3997,-385.82199999999995,23.42413636363636,44,41,0.90507125,1.994335412979126,56,20,16,80,749
53,4084,-109.35500000000006,17.123928571428564,42,20,0.9030050000000001,2.6253857612609863,51,21,15,78,771
54,4159,-86.81399999999994,17.33411428571428,35,13,0.90122375,2.446906089782715,45,18,12,69,789
55,4229,-211.38400000000007,21.09830303030303,33,19,0.89956125,2.4110496044158936,43,13,14,65,807
56,4307,-465.07300000000015,26.446131578947362,38,39,0.89770875,3.0882408618927,49,17,12,68,826
57,4365,-70.59800000000001,17.183599999999995,30,7,0.89633125,1.8619153499603271,39,10,9,55,841
58,4428,-477.24399999999997,27.698722222222216,36,39,0.894835,2.6685147285461426,46,8,9,60,857
59,4478,-139.47799999999998,19.357749999999996,32,14,0.8936475,2.764411211013794,42,5,3,48,869
60,4550,-625.4250000000001,30.665131578947364,38,50,0.8919375,2.606987714767456,47,10,15,66,887
61,4599,11.362999999999943,14.605758620689652,29,1,0.89077375,2.1271939277648926,37,5,7,46,899
62,4678,-49.9639999999999,15.905772727272723,44,19,0.8888975,1.5973918437957764,52,16,11,69,919
63,4735,-507.78600000000006,30.241749999999996,32,37,0.88754375,2.5297691822052,39,13,5,51,933
64,4786,-315.4119999999999,26.31007407407407,27,20,0.8863325,2.1866750717163086,36,11,4,46,946
65,4855,-11.957000000000107,15.176333333333327,39,12,0.8846937500000001,1.7282224893569946,49,12,8,63,963
66,4909,-339.21799999999996,26.13793333333333,30,25,0.88341125,2.443462371826172,39,7,8,52,977
67,4956,-93.44499999999994,18.220862068965513,29,8,0.882295,2.411503553390503,37,6,4,46,989
68,5021,-356.6840000000001,24.766499999999994,36,32,0.88075125,3.182478427886963,46,10,9,58,1005
69,5092,-367.96,25.081714285714284,35,31,0.879065,2.70719313621521,45,16,10,70,1023
70,5163,-562.743,30.21230555555555,36,45,0.87737875,2.2039058208465576,46,15,10,65,1040
71,5250,105.7529999999999,12.737285714285708,49,14,0.8753125,2.875542163848877,59,16,12,75,1062
72,5315,-87.37700000000008,17.224783783783778,37,15,0.87376875,2.787649154663086,50,9,6,59,1078
73,5366,-180.195,21.075178571428562,28,12,0.8725575,2.351933717727661,37,5,9,48,1091
74,5454,-4.52300000000001,14.884020833333329,48,20,0.8704675,2.9740943908691406,59,20,9,79,1113
75,5520,-185.597,20.68356666666666,30,14,0.8689,2.131854772567749,38,19,9,59,1130
76,5597,-192.274,20.197888888888883,36,21,0.86707125,2.6181230545043945,46,16,15,70,1149
77,5646,-179.562,21.519692307692303,26,10,0.8659075,3.1365039348602295,36,8,5,46,1161
78,5707,-146.16700000000003,19.409906249999995,32,14,0.86445875,2.5840091705322266,43,13,5,55,1176
79,5771,-34.791000000000096,15.93759459459459,37,12,0.8629387500000001,1.984846830368042,45,9,10,59,1192
80,5830,-185.30599999999998,20.974064516129026,31,16,0.8615375000000001,2.709671974182129,38,10,11,53,1207
81,5898,-136.86999999999998,19.370344827586198,29,10,0.8599225,2.5417068004608154,40,15,13,63,1224
82,5951,-144.06399999999994,19.79358620689655,29,11,0.8586637500000001,2.3551406860351562,37,11,5,50,1237
83,6019,-359.56500000000005,23.03646341463414,41,35,0.85704875,3.3081657886505127,50,11,7,60,1254
84,6083,-287.81600000000003,23.678937499999996,32,23,0.85552875,2.4225168228149414,44,11,9,59,1270
85,6133,-175.00300000000007,20.482677419354832,31,15,0.85434125,2.941901206970215,40,6,4,45,1283
86,6187,-537.1370000000001,32.163451612903216,31,39,0.85305875,2.5503170490264893,39,8,7,49,1296
87,6267,-212.20399999999998,19.467069767441853,43,28,0.85115875,2.942765235900879,53,15,12,69,1316
88,6344,-84.41400000000002,16.507260869565215,46,23,0.84933,2.6296825408935547,55,14,8,70,1336
89,6382,-164.52800000000002,21.18031999999999,25,8,0.8484275,2.386415958404541,33,3,2,37,1345
90,6443,-250.278,22.661812499999996,32,21,0.84697875,2.587836742401123,43,8,10,57,1360
91,6520,-566.9820000000001,28.461268292682924,41,50,0.8451500000000001,2.4728360176086426,51,19,7,65,1380
92,6566,-334.44900000000007,26.530999999999995,29,24,0.8440575,2.472003936767578,38,3,5,44,1391
93,6649,-147.76100000000008,17.50406382978723,47,27,0.84208625,2.389787435531616,58,18,7,72,1412
94,6709,-374.97700000000003,26.090843749999994,32,28,0.84066125,2.7237114906311035,43,10,7,55,1427
95,6797,-760.249,30.64125531914893,47,68,0.83857125,2.396544933319092,62,15,11,81,1449
96,6846,-205.07300000000004,22.143321428571426,28,14,0.8374075,2.1140782833099365,36,7,6,47,1461
97,6892,-78.53600000000004,17.907259259259256,27,5,0.836315,2.6064045429229736,34,8,4,42,1473
98,6957,4.022999999999996,14.510435897435892,39,10,0.83477125,3.1895976066589355,46,12,7,58,1489
99,7017,-10.662999999999904,15.15508333333333,36,9,0.83334625,4.08248233795166,44,8,8,57,1504
100,7075,-316.096,24.870516129032254,31,24,0.83196875,3.139968156814575,40,7,11,56,1518
101,7148,-62.857999999999905,16.426432432432428,37,13,0.8302350000000001,3.271859645843506,48,17,8,66,1537
102,7243,-546.6629999999999,26.66202173913043,46,54,0.82797875,2.111788272857666,56,18,21,84,1560
103,7328,-354.895,22.668953488372086,43,37,0.82596,3.121835470199585,53,19,13,73,1582
104,7401,-512.4110000000001,26.365738095238093,42,46,0.82422625,2.676725387573242,55,13,5,64,1600
105,7446,-269.925,24.282321428571425,28,18,0.8231575,2.906750202178955,35,8,2,41,1611
106,7515,27.01599999999985,14.022210526315785,38,8,0.8215187500000001,2.4023945331573486,47,8,14,65,1628
107,7566,-301.793,24.411064516129027,31,23,0.8203075,3.179084062576294,40,6,5,47,1641
108,7632,-115.8660000000001,17.84117948717948,39,19,0.81874,3.162024736404419,50,10,6,61,1658
109,7723,-224.474,19.386879999999994,50,37,0.81657875,3.3187918663024902,60,18,13,80,1680
110,7785,-231.653,20.85332432432432,37,24,0.81510625,2.408115863800049,47,7,8,58,1696
111,7869,41.358999999999924,13.802348837209296,43,12,0.81311125,2.413808584213257,52,18,14,79,1717
112,7921,-101.17399999999998,17.912848484848478,33,12,0.81187625,1.857194185256958,41,6,5,50,1730
113,7984,-161.47000000000003,19.010256410256407,39,22,0.81038,1.947408676147461,48,8,7,58,1746
114,8036,-93.85599999999994,18.233655172413787,29,8,0.809145,3.1821835041046143,38,6,8,47,1759
115,8113,135.25300000000001,11.46879545454545,44,6,0.80731625,3.0807688236236572,52,13,12,70,1778
116,8189,111.13199999999983,12.130863636363632,44,8,0.80551125,2.631504774093628,53,12,11,70,1797
117,8259,27.741999999999962,13.803699999999996,40,9,0.80384875,2.8528785705566406,48,11,11,60,1814
118,8323,-160.1889999999999,19.308861111111106,36,19,0.80232875,2.7952077388763428,46,11,7,61,1830
119,8386,-20.482999999999926,15.617363636363631,33,7,0.8008325000000001,3.115800380706787,42,10,11,58,1846
120,8480,-139.36200000000002,17.636367346938773,49,30,0.7986,2.659893035888672,58,18,18,85,1870
121,8517,-188.146,22.9615652173913,23,8,0.7977212499999999,3.3143229484558105,32,2,3,35,1879
122,8585,-116.88899999999998,17.7270487804878,41,21,0.79610625,2.690070152282715,49,11,8,59,1896
123,8662,-273.7430000000003,21.590074999999995,40,30,0.7942775,2.6137166023254395,48,15,14,68,1915
124,8723,-314.909,24.51029032258064,31,23,0.79282875,2.2779390811920166,40,12,9,54,1930
125,8784,-100.58600000000007,17.809294117647056,34,13,0.79138,3.0995821952819824,42,12,7,54,1946
126,8848,-459.37200000000007,25.837365853658532,41,43,0.78986,3.7109169960021973,51,9,4,59,1962
127,8919,-507.623,28.582243243243234,37,43,0.78817375,2.029345750808716,47,16,8,59,1979
128,8993,-91.22099999999999,17.31631428571428,35,13,0.78641625,2.883861541748047,47,12,15,67,1998
129,9069,-242.92500000000018,20.29170454545454,44,32,0.78461125,2.8403728008270264,54,13,9,67,2017
130,9141,-122.82900000000008,18.130527777777772,36,16,0.78290125,2.982130289077759,45,14,13,65,2035
131,9204,-176.15400000000005,19.386256410256408,39,23,0.781405,2.295264720916748,46,8,9,57,2051
132,9276,-471.62200000000007,26.226714285714284,42,46,0.779695,2.9744760990142822,53,9,10,68,2069
133,9344,-183.1940000000001,19.026604651162785,43,27,0.77808,2.917609691619873,52,11,5,62,2086
134,9402,-299.9509999999999,24.34970967741935,31,23,0.7767025,2.4554860591888428,39,8,11,56,2100
135,9475,-2.393999999999977,14.8011282051282,39,11,0.77496875,3.2758002281188965,50,8,15,69,2118
136,9567,-110.12800000000007,16.999959999999994,50,29,0.77278375,3.143566131591797,61,18,13,81,2141
137,9641,102.20699999999997,12.388441860465111,43,8,0.77102625,3.349224090576172,51,14,9,68,2160
138,9721,-15.527000000000086,14.900804347826082,46,18,0.76912625,2.9639503955841064,56,15,9,71,2180
139,9794,-289.81899999999996,22.559702702702698,37,28,0.7673925,3.264934539794922,49,13,11,64,2198
140,9848,-460.32700000000017,27.646861111111107,36,39,0.7661100000000001,2.800264835357666,45,5,4,50,2212
141,9922,-27.55200000000002,15.590578947368416,38,12,0.7643525,3.3893635272979736,47,16,11,66,2230
142,9991,-587.3630000000002,29.431324999999994,40,51,0.7627137500000001,2.42222261428833,49,9,11,66,2247
143,10103,-552.394,24.003689655172412,58,68,0.76005375,3.866636276245117,71,23,18,101,2275
144,10164,-429.604,27.86345454545454,33,34,0.758605,3.283940076828003,41,9,11,58,2291
145,10221,-100.71400000000003,17.657055555555548,36,15,0.75725125,2.7943217754364014,46,5,6,54,2305
146,10274,-114.93299999999999,18.661099999999994,30,10,0.7559925,2.6112892627716064,38,5,10,50,2318
147,10342,-92.12700000000001,17.21667567567567,37,15,0.7543775,3.357238292694092,47,10,11,60,2335
148,10393,-198.836,22.098785714285707,28,14,0.75316625,3.1114890575408936,36,8,7,50,2348
149,10457,-414.29,24.981249999999996,40,39,0.75164625,3.2758572101593018,50,10,4,60,2364
150,10541,-320.54200000000014,21.60514893617021,47,40,0.74965125,3.231457233428955,59,15,10,73,2385
151,10622,-326.8500000000002,20.99615384615384,52,45,0.7477275,3.476696491241455,61,15,5,69,2405
152,10705,156.0569999999999,11.677510638297866,47,9,0.74575625,2.6866841316223145,56,17,10,75,2426
153,10764,-85.57900000000004,17.368794117647056,34,12,0.744355,3.303309202194214,44,11,4,55,2441
154,10829,-318.6600000000001,23.120263157894733,38,31,0.74281125,2.8638179302215576,48,8,9,58,2457
155,10883,-310.2120000000001,23.975352941176464,34,27,0.7415287500000001,2.6805405616760254,41,8,5,51,2470
156,10978,-182.72999999999993,18.250799999999995,50,33,0.7392725,2.8477182388305664,61,15,19,81,2494
157,11035,-333.946,26.511586206896546,29,24,0.73791875,3.378899335861206,41,5,11,54,2508
158,11102,-118.07400000000001,17.691761904761897,42,22,0.7363275,3.088812828063965,50,15,2,61,2525
159,11175,-33.54499999999997,15.571829268292678,41,15,0.73459375,2.3667001724243164,50,13,10,69,2543
160,11229,-221.03199999999987,21.967806451612898,31,18,0.7333112500000001,3.177314519882202,39,12,3,49,2557
161,11286,-387.62699999999995,26.59263636363636,33,31,0.7319575,2.660583972930908,41,9,7,55,2571
162,11331,26.93900000000005,14.069344827586201,29,0,0.7308887500000001,3.517596960067749,37,3,5,45,2582
163,11391,-151.86999999999995,19.17088235294117,34,16,0.7294637500000001,2.8476932048797607,44,10,6,56,2597
164,11452,-35.38599999999998,16.038705882352936,34,9,0.7280150000000001,4.2444682121276855,43,11,7,56,2613
165,11502,-255.83399999999992,22.92722580645161,31,20,0.7268275,3.2708561420440674,39,2,9,48,2625
166,11568,-282.31200000000007,22.700888888888883,36,27,0.72526,3.6470632553100586,45,13,8,56,2642
167,11640,-552.048,27.784238095238088,42,50,0.72355,4.7457051277160645,50,11,11,67,2660
168,11724,-90.12800000000006,16.66662222222222,45,22,0.721555,3.031789541244507,56,15,13,74,2681
169,11783,-116.21400000000003,18.58367741935483,31,11,0.72015375,4.118029594421387,40,7,12,56,2695
170,11854,-152.93500000000006,18.662179487179483,39,21,0.7184675,3.7624735832214355,49,11,11,64,2713
171,11910,-285.938,24.196266666666663,30,21,0.7171375,3.3677146434783936,38,13,5,53,2727
172,11967,-106.487,18.012718749999994,32,11,0.7157837499999999,2.642585277557373,41,8,8,53,2741
173,12049,-300.6199999999999,21.097826086956516,46,37,0.71383625,4.039308547973633,55,15,12,72,2762
174,12114,-237.51700000000002,21.456583333333327,36,24,0.7122925,3.712066650390625,45,12,8,59,2778
175,12165,-484.26700000000005,31.69679310344827,29,34,0.7110812500000001,3.004383087158203,39,6,6,49,2791
176,12225,-664.2,33.689142857142855,35,51,0.7096562500000001,3.4540834426879883,44,8,8,56,2806
177,12269,-129.892,19.028451612903222,31,12,0.7086112499999999,3.8679566383361816,39,4,1,41,2817
178,12346,-248.65600000000006,19.96813333333333,45,32,0.7067825000000001,3.382603406906128,55,13,9,70,2836
179,12414,-88.03400000000008,17.127538461538457,39,17,0.7051675,3.381024122238159,50,12,6,65,2853
180,12460,-198.8930000000001,21.214156249999995,32,18,0.704075,3.0258660316467285,40,2,4,44,2865
181,12514,-109.93500000000013,18.14042857142857,35,15,0.7027924999999999,4.290140151977539,45,7,2,51,2878
182,12558,-241.05599999999998,23.885615384615377,26,14,0.7017475,2.809235095977783,34,7,3,40,2889
183,12603,-234.01199999999994,24.539666666666662,24,12,0.70067875,4.108400821685791,31,8,6,43,2900
184,12665,-52.00299999999993,16.084794117647053,34,9,0.69920625,4.38730001449585,42,8,12,60,2916
185,12729,-165.30500000000004,19.70196969696969,33,16,0.6976862500000001,3.7315762042999268,40,10,14,58,2932
186,12789,-91.40700000000001,17.323914285714277,35,13,0.69626125,3.1178536415100098,43,10,7,56,2947
187,12847,-92.92399999999999,17.30205555555555,36,14,0.69488375,3.017629384994507,45,8,5,54,2961
188,12922,-433.6090000000001,25.20211904761904,42,43,0.6931025,4.2572407722473145,53,10,12,69,2980
189,13001,-294.98300000000006,21.08397826086956,46,37,0.6912262499999999,2.7061285972595215,57,10,12,75,3000
190,13072,-518.9090000000001,27.91689743589743,39,45,0.68954,3.311188220977783,47,9,15,66,3018
191,13149,-93.0179999999999,17.238594594594588,37,15,0.68771125,3.4137682914733887,49,9,19,73,3037
192,13209,-469.95799999999997,27.023999999999994,37,39,0.68628625,3.461705207824707,46,7,7,54,3052
193,13255,-279.35600000000005,25.158370370370363,27,18,0.68519375,3.632758378982544,35,3,8,44,3063
194,13327,36.33499999999994,13.714124999999996,40,9,0.68348375,3.1367530822753906,49,13,10,67,3081
195,13386,-195.24600000000007,20.788312499999996,32,17,0.6820825,3.264632225036621,40,17,2,57,3096
196,13459,-274.8339999999999,21.304142857142853,42,32,0.6803487500000001,4.164826393127441,51,16,6,61,3114
197,13531,-737.4770000000001,35.20408333333333,36,57,0.67863875,3.2711243629455566,46,13,13,66,3132
198,13608,-270.0789999999999,21.097780487804872,41,30,0.67681,3.059105634689331,54,16,7,66,3152
199,13664,-259.2260000000001,23.93468965517241,29,19,0.6754800000000001,4.124876499176025,37,7,12,54,3166
200,13742,-501.362,28.922555555555547,36,42,0.6736275,3.330674648284912,49,14,15,66,3185
201,13814,-577.0350000000001,30.5931081081081,37,48,0.6719175,3.3908469676971436,45,18,9,62,3203
202,13888,-24.9970000000002,15.246924999999994,40,13,0.6701600000000001,3.8257687091827393,49,13,12,70,3222
203,13951,-139.61599999999993,18.70045714285714,35,16,0.66866375,4.304486274719238,43,10,10,57,3237
204,14010,-384.999,24.486384615384612,39,36,0.6672625000000001,4.35626220703125,47,9,3,54,3252
205,14070,-146.51500000000004,18.8231081081081,37,19,0.6658375000000001,3.996504068374634,45,9,6,55,3267
206,14154,-266.85999999999996,21.230476190476185,42,32,0.6638425,4.6035847663879395,51,15,18,72,3288
207,14215,-286.25399999999985,23.123352941176467,34,25,0.66239375,4.136158466339111,47,8,6,57,3303
208,14297,-348.8330000000001,22.129159090909084,44,37,0.66044625,4.143374443054199,55,12,15,74,3324
209,14357,-347.06700000000006,25.21142424242424,33,28,0.65902125,2.661994457244873,42,9,9,55,3339
210,14433,-444.3349999999999,26.004743589743587,39,40,0.6572162500000001,3.402139186859131,51,10,15,68,3358
211,14497,-175.7710000000002,20.503903225806447,31,15,0.6556962500000001,3.886540412902832,40,9,15,60,3374
212,14540,-168.501,21.23966666666666,27,11,0.654675,4.018925666809082,35,5,3,42,3385
213,14598,-107.43799999999995,18.041812499999995,32,11,0.6532975000000001,4.486827850341797,41,7,10,57,3399
214,14646,-109.559,18.776172413793095,29,9,0.6521575000000001,4.7565765380859375,38,5,5,43,3411
215,14724,-282.464,20.9015744680851,47,38,0.650305,3.1214046478271484,57,12,9,71,3431
216,14788,-107.884,17.876588235294115,34,13,0.6487850000000001,4.437141418457031,43,13,8,57,3447
217,14849,-323.88599999999985,23.578499999999995,36,29,0.64733625,3.1785571575164795,45,10,6,53,3462
218,14915,-80.17100000000006,17.002599999999994,35,12,0.64576875,3.337599992752075,46,12,8,59,3478
219,15005,-279.20600000000036,21.13967441860465,43,33,0.6436312500000001,3.605163097381592,56,14,20,83,3501
220,15050,-289.0159999999999,25.70318518518518,27,19,0.6425625,4.447598457336426,34,8,3,43,3512
221,15120,-6.14400000000002,15.147658536585363,41,14,0.6409,3.0721919536590576,49,12,9,62,3530
222,15174,-407.702,27.755399999999995,30,28,0.6396175,3.141005277633667,40,10,4,50,3543
223,15221,-174.69799999999998,21.05885714285714,28,12,0.63850125,4.653473377227783,37,5,5,44,3555
224,15271,-420.71100000000007,27.833156249999995,32,32,0.6373137500000001,3.9529824256896973,41,4,5,47,3567
225,15339,18.25199999999998,14.368594594594589,37,8,0.63569875,4.0050249099731445,48,9,11,65,3584
226,15390,-138.92700000000008,20.33911538461538,26,8,0.6344875000000001,3.376441478729248,35,5,11,49,3597
227,15447,-260.422,22.88975757575757,33,23,0.63313375,4.378765106201172,43,8,6,52,3611
228,15502,-182.28399999999993,20.740799999999993,30,14,0.6318275,4.064344882965088,38,11,6,51,3625
229,15567,-291.84799999999996,23.384787878787876,33,24,0.63028375,3.5744454860687256,41,9,15,61,3641
230,15628,-457.71400000000006,26.093948717948713,39,40,0.628835,3.5217339992523193,47,9,5,57,3657
231,15703,-453.17800000000005,25.807756097560976,41,43,0.62705375,3.345479965209961,55,14,6,66,3675
232,15775,-94.20500000000001,17.156538461538457,39,17,0.6253437500000001,3.7562103271484375,51,11,10,62,3693
233,15833,-1071.473,44.06786111111111,36,78,0.6239662500000001,4.588618278503418,47,8,3,53,3708
234,15888,-216.01600000000002,21.35282352941176,34,21,0.62266,3.8933699131011963,44,9,2,50,3722
235,15964,-262.22,20.154782608695648,46,34,0.6208549999999999,4.291121006011963,56,10,10,69,3741
236,16044,-482.46500000000003,25.275888888888883,45,48,0.618955,2.9261674880981445,58,17,5,67,3761
237,16100,-360.828,26.69226666666666,30,26,0.617625,4.061217308044434,38,12,6,51,3775
238,16164,-303.61600000000004,23.895030303030296,33,25,0.616105,4.526980400085449,42,14,8,59,3791
239,16234,-149.08300000000008,18.691871794871787,39,21,0.6144425,4.055593013763428,48,12,10,60,3808
240,16287,-154.00600000000003,20.496999999999993,28,11,0.61318375,3.522993564605713,38,6,9,49,3821
241,16342,-56.37000000000006,16.134062499999995,32,7,0.6118775000000001,3.765376091003418,41,6,8,52,3835
242,16395,-168.46900000000005,19.944793103448273,29,11,0.61061875,4.058150768280029,39,7,7,51,3848
243,16468,-189.69500000000005,19.84930555555555,36,20,0.608885,2.8135600090026855,47,14,12,68,3867
244,16526,-500.1180000000001,28.612999999999992,36,41,0.6075075,3.7797181606292725,46,7,5,53,3881
245,16598,-177.91699999999997,19.018534883720925,43,27,0.6057975,4.0777058601379395,53,7,12,68,3899
246,16644,-153.78099999999995,21.14843999999999,25,8,0.604705,3.7542266845703125,33,6,7,45,3911
247,16723,24.54300000000019,14.212886363636358,44,14,0.60282875,4.853517532348633,53,17,9,70,3930
248,16772,-355.4000000000001,27.97555555555555,27,23,0.601665,3.824284315109253,35,8,6,44,3943
249,16848,-786.9849999999999,31.211170212765953,47,70,0.5998600000000001,4.356175422668457,58,12,6,66,3962
250,16900,-463.808,28.868374999999993,32,34,0.598625,3.4645028114318848,45,5,2,49,3975
251,16954,-64.46500000000003,16.951060606060597,33,10,0.5973425,3.7694764137268066,41,5,8,50,3988
252,17027,-171.99900000000008,18.416255813953484,43,25,0.59560875,3.5882983207702637,52,11,10,64,4006
253,17097,-10.828999999999994,15.182225806451607,31,4,0.59394625,4.146829128265381,41,11,18,63,4024
254,17168,-385.83900000000006,25.87711428571428,35,33,0.59226,3.8491790294647217,45,12,14,64,4042
255,17238,-293.62399999999997,22.33010526315789,38,29,0.5905975,3.4277095794677734,51,11,8,61,4059
256,17305,-396.766,24.675268292682922,41,40,0.58900625,5.020988464355469,49,10,8,60,4076
257,17389,25.57699999999999,14.107074999999995,40,10,0.58701125,3.7721035480499268,49,21,14,75,4097
258,17449,-194.97100000000003,21.375551724137924,29,14,0.58558625,3.708970546722412,41,11,8,54,4112
259,17539,48.653000000000034,13.612543478260864,46,14,0.5834487500000001,3.518507480621338,56,17,17,81,4134
260,17612,-159.77600000000012,18.91016216216216,37,19,0.581715,4.255946636199951,49,14,10,65,4153
261,17697,-724.9159999999998,29.68283333333333,48,67,0.57969625,3.5501723289489746,58,13,14,75,4174
262,17754,-225.74800000000002,21.738999999999997,32,19,0.5783425,3.770007371902466,42,5,10,52,4188
263,17819,-182.64899999999997,19.92911428571428,35,19,0.57679875,3.577859878540039,43,9,13,60,4204
264,17882,-774.716,37.048411764705875,34,56,0.5753025,3.417322874069214,46,10,7,54,4220
265,17976,-36.199,15.522379999999993,50,24,0.57307,4.678264617919922,66,20,8,80,4244
266,18048,-45.856999999999985,15.6132619047619,42,16,0.5713600000000001,4.0308403968811035,50,12,10,67,4262
267,18117,-104.10899999999998,17.539717948717943,39,18,0.56972125,3.998573064804077,49,14,6,63,4279
268,18208,-80.499,16.528456521739123,46,23,0.5675600000000001,4.034013748168945,55,17,19,79,4302
269,18299,-427.0390000000001,23.684562499999995,48,48,0.56539875,3.7798218727111816,60,13,18,80,4324
270,18385,-237.9100000000001,20.96538461538461,39,27,0.56335625,4.805546760559082,51,9,26,78,4346
271,18470,-310.2080000000001,21.147666666666662,48,40,0.5613375,4.523445129394531,55,18,12,74,4367
272,18541,-218.79899999999998,20.504837837837833,37,23,0.5596512499999999,4.272822856903076,46,13,12,62,4385
273,18654,9.43999999999997,14.604599999999996,50,21,0.5569675000000001,3.944767475128174,59,21,33,96,4413
274,18716,-170.16799999999998,20.15296969696969,33,17,0.5554950000000001,5.845884799957275,41,9,12,56,4429
275,18781,-302.58900000000006,22.500743589743585,39,31,0.55395125,4.975416660308838,47,12,6,58,4445
