episode,step,episode_return,cost_per_order,delivered,dropped,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
66,4887,-175.3460000000001,20.49277419354838,31,15,0.88393375,3.314441204071045,39,4,7,49,971
67,4934,-116.05600000000001,18.5818064516129,31,11,0.8828175,2.7142159938812256,39,6,2,43,983
68,4989,-265.19000000000005,23.391612903225802,31,21,0.88151125,3.221914768218994,41,9,5,51,997
69,5042,-384.21000000000004,26.535937499999996,32,29,0.8802525,2.6634328365325928,41,6,6,48,1010
70,5141,-422.86800000000005,23.753652173913036,46,45,0.87790125,2.342132568359375,61,18,20,92,1035
71,5217,-25.539000000000044,15.274710526315786,38,11,0.87609625,2.4458022117614746,47,19,10,65,1054
72,5299,-87.15599999999993,16.676418604651158,43,20,0.87414875,2.138040781021118,58,17,7,73,1074
73,5354,79.75499999999987,12.708243243243238,37,4,0.8728425,3.1914749145507812,43,8,4,51,1088
74,5431,-152.69000000000017,18.563249999999993,40,22,0.87101375,2.3836474418640137,49,12,16,74,1107
75,5490,-237.98399999999998,22.02851612903225,31,18,0.8696125,2.784324884414673,39,10,10,55,1122
76,5556,-212.18300000000005,21.51848387096774,31,17,0.868045,2.4072797298431396,39,16,11,59,1139
77,5618,-131.024,18.7045294117647,34,15,0.8665725,2.6983699798583984,44,11,7,55,1154
78,5664,-73.97900000000004,17.20513793103448,29,6,0.86548,2.4498796463012695,37,6,3,44,1166
79,5730,-464.722,26.401076923076918,39,41,0.8639125000000001,2.3401832580566406,47,11,8,62,1182
80,5813,-192.99799999999982,19.47257142857142,42,27,0.86194125,2.2390801906585693,51,17,15,78,1203
81,5881,-43.67400000000015,16.015105263157892,38,13,0.86032625,2.1854395866394043,45,13,10,63,1220
82,5938,-518.2729999999999,29.799205882352936,34,40,0.8589725,2.5751168727874756,41,6,10,53,1234
83,5997,-221.25999999999996,21.754999999999995,32,19,0.85757125,3.4621715545654297,41,8,10,54,1249
84,6060,-282.3890000000001,22.28663888888888,36,26,0.856075,3.2133917808532715,46,10,7,58,1265
85,6114,-280.711,23.8926129032258,31,22,0.8547925,2.593543291091919,45,5,4,51,1278
86,6175,-115.11699999999999,18.7933448275862,29,9,0.85334375,2.065605878829956,40,10,11,54,1293
87,6238,-410.9309999999999,27.083558823529405,34,34,0.8518475,3.1255435943603516,44,10,9,57,1309
88,6296,-367.76599999999996,26.022062499999993,32,28,0.8504700000000001,3.0897469520568848,42,10,6,53,1324
89,6363,-86.32500000000013,16.87460526315789,38,15,0.84887875,2.484422206878662,50,8,9,63,1340
90,6429,-172.14300000000011,19.487514285714283,35,18,0.84731125,2.738828182220459,44,14,8,62,1357
91,6495,-611.0159999999998,32.82164705882352,34,47,0.84574375,3.292299747467041,45,13,8,59,1373
92,6565,-122.10700000000006,18.19905714285714,35,15,0.84408125,3.062288522720337,43,13,14,62,1391
93,6632,-24.709000000000074,15.259702702702697,37,10,0.84249,2.6443920135498047,45,12,10,58,1408
94,6694,-140.90300000000005,18.806567567567562,37,19,0.8410175,2.4335670471191406,45,11,6,55,1423
95,6750,-291.11,23.625312499999993,32,23,0.8396875,2.798703193664551,41,5,10,51,1437
96,6834,-24.61900000000007,15.210422222222219,45,18,0.8376925,2.1076722145080566,54,15,15,74,1458
97,6901,-416.88100000000003,26.439472222222218,36,36,0.83610125,2.0666491985321045,49,12,6,60,1475
98,6961,-227.00599999999994,21.197885714285707,35,22,0.83467625,2.92900013923645,44,8,8,54,1490
99,7060,-155.13100000000003,18.01877083333333,48,30,0.832325,3.87386417388916,58,18,23,87,1515
100,7117,-52.41800000000004,16.245266666666662,30,5,0.8309712499999999,3.1344969272613525,39,12,6,53,1529
101,7189,-60.58099999999998,16.039256410256407,39,14,0.8292612500000001,2.5950937271118164,49,18,5,66,1547
102,7297,39.929,13.866056603773579,53,21,0.82669625,3.2862870693206787,63,28,17,97,1574
103,7373,-131.27199999999993,17.471957446808506,47,27,0.8248912500000001,2.160611867904663,54,13,9,66,1593
104,7426,-169.62400000000005,19.84611428571428,35,19,0.8236325,2.9533896446228027,44,8,1,51,1606
105,7511,-70.34299999999989,16.283790697674412,43,19,0.82161375,2.5727427005767822,52,19,14,77,1627
106,7587,-133.65099999999995,17.35343181818181,44,23,0.81980875,2.8725709915161133,53,13,10,64,1646
107,7665,-327.181,23.47476315789473,38,32,0.81795625,2.8876876831054688,46,18,14,68,1666
108,7752,34.725999999999885,13.866227272727269,44,13,0.81589,2.9464199542999268,53,18,16,77,1688
109,7800,-369.58600000000007,26.759548387096768,31,28,0.81475,3.224430561065674,38,6,4,46,1700
110,7860,-208.19200000000018,19.9518947368421,38,23,0.813325,2.6906261444091797,48,10,2,54,1715
111,7929,-154.73399999999995,18.8058947368421,38,20,0.8116862499999999,2.647087574005127,46,12,11,64,1732
112,7977,-33.579999999999956,16.156551724137927,29,4,0.81054625,2.030616283416748,39,5,4,46,1744
113,8058,-670.562,29.55595454545454,44,59,0.8086225,2.887467384338379,54,17,10,69,1764
114,8098,-138.11999999999992,20.753749999999993,24,6,0.8076725,4.10031270980835,32,5,3,40,1774
115,8161,-63.218,16.362769230769224,39,15,0.80617625,2.680459976196289,48,8,7,60,1790
116,8211,-186.69999999999993,21.356666666666662,27,11,0.80498875,3.1663320064544678,35,8,7,47,1802
117,8265,-192.2779999999999,20.67387878787878,33,18,0.8037062500000001,2.6045949459075928,41,9,4,50,1816
118,8333,-501.85700000000014,26.62895121951219,41,45,0.80209125,3.4791524410247803,49,12,7,59,1833
119,8407,-133.74100000000004,18.215774999999997,40,21,0.8003337500000001,2.6942546367645264,49,14,11,67,1851
120,8458,-379.70900000000006,27.24770967741935,31,29,0.7991225,2.831228733062744,41,7,3,47,1864
121,8526,48.903999999999925,13.649649999999998,40,9,0.7975075,2.8533918857574463,48,9,11,63,1881
122,8603,-820.648,32.90217777777777,45,71,0.79567875,2.646113872528076,57,15,5,67,1900
123,8667,-615.2089999999998,29.878224999999997,40,52,0.79415875,2.31107497215271,49,7,8,59,1916
124,8737,-100.29299999999989,17.078853658536577,41,19,0.79249625,2.429666757583618,50,14,6,61,1934
125,8803,-225.998,21.349352941176466,34,21,0.79092875,2.594229221343994,44,10,12,59,1950
126,8867,-236.37100000000007,21.424472222222217,36,24,0.78940875,3.3486416339874268,45,10,9,59,1966
127,8935,-149.55400000000003,18.59705555555555,36,17,0.7877937500000001,2.5568125247955322,47,15,6,61,1983
128,8992,-159.91899999999998,19.839343749999998,32,15,0.78644,2.666776180267334,41,10,6,52,1998
129,9046,-279.80099999999993,23.584406249999994,32,23,0.7851575,4.22001314163208,41,3,10,51,2011
130,9105,-145.5970000000001,18.699131578947362,38,20,0.78375625,2.7338571548461914,49,7,3,56,2026
131,9175,11.994999999999976,14.448374999999995,40,11,0.78209375,2.7959020137786865,48,15,7,62,2043
132,9247,-156.84699999999998,18.06481395348837,43,24,0.78038375,2.3667402267456055,53,13,6,65,2061
133,9311,-633.122,31.83897297297297,37,51,0.77886375,4.057913303375244,46,10,8,59,2077
134,9378,-101.494,17.605513513513507,37,16,0.7772725,2.6484293937683105,49,9,9,60,2094
135,9458,-453.0200000000001,25.30761904761904,42,43,0.7753725,3.3408563137054443,53,17,10,72,2114
136,9518,-316.55899999999997,24.286939393939388,33,26,0.7739475,3.119314432144165,42,9,9,56,2129
137,9583,-370.6079999999999,25.749941176470582,34,31,0.7724037500000001,2.7856619358062744,46,8,11,62,2145
138,9660,-991.8150000000002,37.597558139534875,43,80,0.770575,3.364487648010254,49,16,12,70,2165
139,9753,-82.64499999999984,16.39413461538461,52,29,0.76836625,3.813899278640747,63,15,15,86,2188
140,9811,-475.8829999999999,27.384527777777773,36,38,0.76698875,2.413846492767334,46,8,4,53,2202
141,9892,-140.20500000000004,17.82923913043478,46,27,0.765065,3.537764310836792,55,20,6,76,2223
142,9958,-499.23300000000006,28.58730555555555,36,41,0.7634974999999999,3.1994357109069824,46,11,9,59,2239
143,10039,-444.8639999999999,24.342478260869562,46,47,0.76157375,5.848542213439941,57,13,11,72,2259
144,10100,-26.277000000000015,15.640818181818176,33,7,0.760125,3.960601329803467,40,8,13,57,2275
145,10162,-429.13800000000003,25.352699999999995,40,40,0.7586525,3.926300048828125,49,10,3,56,2290
146,10222,-294.354,26.568159999999992,25,17,0.7572275,2.5768938064575195,33,12,15,55,2305
147,10275,-149.66599999999997,19.50245161290322,31,13,0.75596875,2.9782979488372803,38,6,9,48,2318
148,10358,-96.13099999999997,17.149524999999993,40,18,0.7539975,2.9436399936676025,52,16,15,72,2339
149,10414,-203.81000000000012,20.393142857142852,35,20,0.7526675,3.4867565631866455,44,7,5,51,2353
150,10465,-254.68199999999993,23.153399999999994,30,19,0.75145625,3.0602431297302246,37,6,8,48,2366
151,10558,-160.77800000000008,17.855647058823525,51,33,0.7492475000000001,3.0895261764526367,61,18,14,85,2389
152,10629,-191.69900000000018,19.784076923076917,39,24,0.74756125,2.793407917022705,47,12,12,61,2407
153,10689,-34.082000000000114,15.999764705882349,34,9,0.74613625,3.358071804046631,41,10,9,57,2422
154,10759,-275.864,23.616062499999995,32,23,0.74447375,3.280076026916504,40,15,15,62,2439
155,10839,-326.10800000000006,22.231116279069763,43,36,0.74257375,2.8666465282440186,51,12,17,71,2459
156,10896,-286.048,23.363878787878782,33,24,0.74122,3.7354736328125,43,10,4,53,2474
157,10965,-417.494,25.760111111111105,36,34,0.7395812500000001,2.591031074523926,46,10,13,61,2491
158,11028,-74.73500000000001,16.301785714285707,42,18,0.738085,3.497197389602661,51,6,6,58,2507
159,11093,-443.21100000000007,26.570837837837836,37,38,0.73654125,3.843177556991577,45,11,9,58,2523
160,11153,-233.97300000000007,22.061709677419348,31,18,0.73511625,4.212688446044922,43,11,6,53,2538
161,11210,-91.92500000000007,17.407499999999995,34,12,0.7337625000000001,3.127293348312378,42,8,7,52,2552
162,11285,-260.61600000000004,21.03861538461538,39,27,0.73198125,3.1524600982666016,49,15,11,66,2571
163,11341,-36.488999999999955,15.595249999999997,36,10,0.73065125,2.9389374256134033,43,7,6,54,2585
164,11395,-337.7629999999999,25.756433333333327,30,24,0.72936875,3.0705466270446777,39,8,7,49,2598
165,11448,-130.52399999999994,18.80224242424242,33,14,0.72811,2.630715847015381,41,7,5,51,2612
166,11516,-338.041,24.78487878787878,33,27,0.726495,3.111997127532959,41,13,14,62,2629
167,11578,-467.5960000000001,29.757935483870963,31,34,0.7250225,4.224587440490723,42,10,10,58,2644
168,11654,-195.87300000000005,19.18459523809523,42,26,0.7232175000000001,3.153569221496582,51,13,12,68,2663
169,11709,-352.48299999999995,24.925088235294112,34,29,0.72191125,3.958935022354126,42,10,3,51,2677
170,11757,-209.9090000000001,21.892379310344825,29,15,0.7207712500000001,3.106219530105591,38,7,3,43,2689
171,11813,-349.337,27.473821428571423,28,24,0.71944125,3.7110934257507324,36,13,7,51,2703
172,11877,-27.412000000000063,15.587684210526312,38,12,0.7179212500000001,2.5678317546844482,47,9,8,57,2719
173,11952,-851.1650000000001,34.211046511627906,43,70,0.71614,3.308349370956421,52,14,9,69,2738
174,12016,-151.2630000000001,18.71534210526315,38,20,0.71462,4.089320182800293,46,10,8,58,2754
175,12069,-483.276,28.477529411764703,34,37,0.71336125,4.197084903717041,43,6,4,50,2767
176,12132,-84.13300000000004,16.727324999999997,40,17,0.711865,3.6269943714141846,51,8,4,57,2783
177,12180,-285.06699999999995,24.81507407407407,27,17,0.710725,3.8439760208129883,37,5,6,45,2795
178,12239,-170.56999999999994,20.16727272727272,33,17,0.70932375,3.710822343826294,45,9,5,54,2809
179,12294,-66.55499999999992,16.471571428571426,35,11,0.7080175,3.7401230335235596,43,7,5,50,2823
180,12361,25.27099999999986,14.230878787878781,33,4,0.70642625,4.619257926940918,42,14,11,65,2840
181,12418,-175.375,20.16045454545454,33,17,0.7050725,2.866893768310547,43,6,8,54,2854
182,12473,-175.22500000000005,20.67183333333333,30,14,0.7037662499999999,3.4998908042907715,38,10,7,52,2868
183,12549,-69.46199999999996,16.294333333333327,42,18,0.7019612500000001,3.6470754146575928,50,16,10,69,2887
184,12608,-254.38,22.321874999999995,32,20,0.7005600000000001,3.560865640640259,45,6,8,55,2902
185,12694,176.90599999999986,10.843866666666662,45,5,0.6985175,3.487222194671631,54,20,12,74,2923
186,12775,-691.922,28.174549019607838,51,68,0.69659375,3.6582560539245605,63,16,2,68,2943
187,12839,-336.154,23.844052631578943,38,33,0.6950737499999999,2.397555351257324,48,8,8,58,2959
188,12882,-363.34499999999997,30.79630434782608,23,20,0.6940525,3.6842052936553955,35,5,3,42,2970
189,12962,-475.077,24.200539999999993,50,53,0.6921525,2.819973945617676,59,16,5,72,2990
190,13007,11.91799999999995,14.586620689655168,29,1,0.69108375,3.816053867340088,37,1,7,45,3001
191,13081,-252.04399999999995,21.234578947368416,38,26,0.68932625,3.280402660369873,48,13,13,64,3020
192,13151,-272.9649999999999,21.412317073170726,41,31,0.68766375,3.660768747329712,50,14,6,63,3037
193,13249,-315.241,20.359125,56,48,0.68533625,3.340010166168213,67,18,13,83,3062
194,13319,-139.71100000000007,18.240774999999992,40,21,0.68367375,3.0087318420410156,51,11,8,62,3079
195,13365,-137.51299999999992,19.250099999999993,30,11,0.68258125,4.080219268798828,40,5,1,44,3091
196,13433,-444.9200000000001,26.022051282051276,39,40,0.68096625,3.5500056743621826,51,11,6,63,3108
197,13494,-419.105,25.501447368421047,38,37,0.6795175,3.912116050720215,49,7,5,56,3123
198,13539,-199.32400000000007,21.643799999999995,30,16,0.67844875,4.415637016296387,39,5,1,43,3134
199,13582,-31.474000000000046,15.82361538461538,26,0,0.6774275000000001,3.0885214805603027,33,4,6,42,3145
200,13634,-101.81699999999998,17.765628571428564,35,14,0.6761925,2.856950521469116,43,7,2,47,3158
201,13714,0.49000000000008015,14.87363636363636,44,16,0.6742925,3.2777974605560303,54,19,7,76,3178
202,13756,-108.53900000000007,19.173038461538457,26,6,0.673295,3.5252208709716797,34,4,4,40,3189
203,13799,-210.758,22.434370370370363,27,13,0.67227375,4.158027648925781,34,6,3,41,3199
204,13849,-123.6999999999999,18.987741935483868,31,12,0.67108625,3.145855665206909,39,3,8,48,3212
205,13904,-259.29800000000006,23.36187096774193,31,21,0.66978,3.413341522216797,41,6,8,54,3226
206,13962,-150.7750000000001,19.537903225806446,31,13,0.6684025,5.094941139221191,40,8,10,57,3240
207,14033,-543.224,26.590956521739123,46,54,0.66671625,5.178930282592773,54,13,4,65,3258
208,14101,-131.37699999999995,18.50741666666666,36,17,0.66510125,3.0104141235351562,44,13,11,65,3275
209,14161,-743.7940000000001,34.17773684210526,38,59,0.66367625,3.1419179439544678,48,8,4,54,3290
210,14220,-283.462,22.747999999999994,34,24,0.6622750000000001,3.042707920074463,44,12,3,53,3305
211,14274,-105.66799999999995,17.812294117647053,34,13,0.6609925000000001,3.7535905838012695,42,7,5,52,3318
212,14323,-310.46599999999995,25.180199999999996,30,23,0.65982875,4.321899890899658,38,5,6,46,3330
213,14369,-304.35900000000004,26.2707037037037,27,20,0.65873625,3.4600467681884766,35,6,5,44,3342
214,14432,-517.3570000000001,28.21834210526315,38,44,0.65724,3.4997165203094482,47,10,6,60,3358
215,14503,-3.993000000000123,14.8510487804878,41,13,0.65555375,3.1900739669799805,49,12,10,62,3375
216,14549,-265.45199999999994,24.64414814814814,27,17,0.65446125,3.774803400039673,37,3,6,45,3387
217,14602,-183.30800000000005,20.774266666666662,30,14,0.6532025,5.062623023986816,39,6,8,49,3400
218,14654,-183.58799999999997,19.959085714285706,35,19,0.6519675,3.398165225982666,44,6,2,48,3413
219,14721,-91.836,16.83938461538461,39,16,0.6503762500000001,3.5748627185821533,47,10,10,58,3430
220,14790,-173.0639999999998,19.156947368421044,38,21,0.6487375,3.8015456199645996,46,13,10,66,3447
221,14849,63.381000000000014,12.925121212121207,33,1,0.64733625,3.8399713039398193,41,9,9,56,3462
222,14908,-85.67400000000002,17.44193939393939,33,11,0.645935,4.153124809265137,42,8,9,55,3477
223,14966,-160.25899999999996,19.849343749999996,32,15,0.6445575,4.150215148925781,41,9,8,55,3491
224,15016,-161.30900000000003,20.387551724137925,29,12,0.64337,3.943350076675415,37,6,7,50,3504
225,15083,9.561000000000035,14.738891891891887,37,9,0.6417787500000001,3.6157150268554688,46,11,10,63,3520
226,15155,-180.53000000000006,19.222368421052625,38,21,0.64006875,4.6136016845703125,47,17,8,64,3538
227,15207,-581.275,33.00796874999999,32,43,0.6388337500000001,4.066346645355225,41,9,2,50,3551
228,15263,-212.1389999999999,20.613861111111106,36,22,0.63750375,2.776364803314209,45,7,4,51,3565
229,15308,-198.927,22.64834615384615,26,12,0.6364350000000001,3.2189693450927734,34,4,7,43,3577
230,15351,-357.76,28.507599999999993,25,20,0.6354137500000001,3.3429884910583496,33,3,7,42,3587
231,15410,-176.49900000000002,20.194818181818178,33,17,0.6340125000000001,4.212014198303223,43,9,7,54,3602
232,15483,-363.22,24.054615384615378,39,35,0.63227875,2.4102590084075928,49,15,9,67,3620
233,15539,-417.918,27.901499999999995,32,32,0.63094875,2.937600612640381,42,7,7,51,3634
234,15611,-114.92100000000015,17.558999999999994,39,18,0.6292387500000001,4.36232852935791,50,10,12,65,3652
235,15655,-64.21900000000007,17.006843749999994,32,9,0.6281937500000001,3.946444272994995,40,4,0,41,3663
236,15738,68.21999999999989,12.829534883720925,43,9,0.6262225,4.295919418334961,58,14,11,74,3684
237,15794,-101.12100000000002,17.826205882352934,34,13,0.6248925000000001,4.995388984680176,42,11,3,52,3698
238,15881,-575.3919999999998,25.887686274509797,51,60,0.62282625,4.407037258148193,61,14,12,79,3720
239,15946,-237.349,21.206542857142853,35,22,0.6212825,4.450024604797363,45,8,12,59,3736
240,16030,-181.86799999999994,18.594399999999997,45,28,0.6192875,4.104238033294678,57,15,12,75,3757
241,16087,68.92399999999995,13.084611111111107,36,4,0.61793375,3.006470203399658,44,10,3,51,3771
242,16144,-305.25300000000004,23.97597058823529,34,27,0.61658,3.857250690460205,43,7,7,54,3786
243,16187,-59.36400000000002,16.82681481481481,27,3,0.6155587499999999,4.855277061462402,35,4,4,42,3796
244,16252,23.911999999999992,14.351297297297293,37,8,0.614015,4.742868423461914,46,10,9,58,3813
245,16298,-91.50999999999999,18.01703703703703,27,5,0.6129225,4.287893295288086,35,6,5,41,3824
246,16381,-866.63,34.23886363636363,44,76,0.6109512500000001,3.753337860107422,54,17,12,73,3845
247,16425,-85.51599999999996,17.77572413793103,29,7,0.60990625,3.5547661781311035,37,5,2,40,3856
248,16492,-119.14200000000021,17.605842105263154,38,17,0.6083149999999999,4.318857192993164,48,7,12,62,3873
249,16544,-64.23199999999996,16.944909090909086,33,10,0.6070800000000001,3.6738991737365723,41,6,5,50,3886
250,16598,-87.172,17.415352941176465,34,12,0.6057975,3.496114730834961,43,6,5,50,3899
251,16668,-381.01099999999997,26.087303030303026,33,30,0.604135,3.847761631011963,43,14,13,62,3917
252,16730,-339.71600000000007,24.01766666666666,36,30,0.6026625,3.7026073932647705,45,9,8,53,3932
253,16785,-183.56800000000004,20.423062499999997,32,16,0.60135625,3.808760404586792,41,11,3,49,3946
254,16849,-84.10600000000002,16.76989743589743,39,16,0.5998362500000001,4.147758483886719,47,9,8,59,3962
255,16902,-193.2850000000001,20.095147058823528,34,18,0.5985775,4.029510498046875,42,6,5,49,3975
256,16971,-382.73,24.190749999999998,40,37,0.5969387500000001,4.424463272094727,47,12,10,66,3992
257,17045,-347.757,24.377694444444437,36,31,0.59518125,4.764911651611328,44,14,16,70,4011
258,17118,-332.9759999999999,22.687999999999995,42,36,0.5934475,3.5224127769470215,54,11,8,67,4029
259,17182,-211.9790000000001,20.76797142857142,35,21,0.5919275,4.511512756347656,46,8,10,61,4045
260,17230,-199.22900000000004,21.867896551724133,29,15,0.5907875,3.904698133468628,38,4,6,45,4057
261,17293,-355.39399999999995,26.298516129032254,31,27,0.58929125,4.6998138427734375,40,9,14,59,4073
262,17352,-173.37699999999995,19.279648648648642,37,20,0.58789,4.3704400062561035,45,11,3,53,4088
263,17395,-211.96700000000004,23.077079999999995,25,11,0.58686875,4.169954299926758,33,6,4,40,4098
264,17452,-163.71399999999994,18.78423529411764,34,15,0.585515,3.3451669216156006,44,8,5,52,4113
265,17511,-299.794,22.99211428571428,35,26,0.58411375,4.601191520690918,45,7,7,56,4127
266,17587,-86.67600000000002,16.98917073170731,41,19,0.58230875,4.393636703491211,50,14,12,67,4146
267,17658,-108.39299999999993,17.39665853658536,41,20,0.5806225,4.166687965393066,49,9,13,65,4164
268,17721,-174.5150000000001,18.708255813953485,43,26,0.5791262500000001,3.4135637283325195,51,6,6,58,4180
269,17787,-408.34900000000005,26.710852941176466,34,33,0.57755875,4.1601457595825195,42,6,18,61,4196
270,17843,-1067.343,47.03857575757576,33,76,0.5762287500000001,4.145845413208008,43,6,7,51,4210
271,17904,18.59400000000005,14.392974358974353,39,10,0.5747800000000001,5.3307719230651855,47,6,8,60,4226
272,17975,-42.585000000000235,16.101911764705875,34,9,0.57309375,3.613365888595581,45,14,12,61,4243
273,18025,-379.28,27.233225806451607,31,29,0.5719062500000001,4.479098320007324,40,5,5,46,4256
274,18074,-143.57099999999988,20.32465384615384,26,8,0.5707425,4.373076438903809,35,1,13,49,4268
275,18141,-366.8250000000001,26.34370967741935,31,27,0.56915125,4.041344165802002,41,9,17,60,4285
