episode,step,episode_return,cost_per_order,delivered,dropped,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
39,2873,-80.50700000000015,16.675880952380947,42,19,0.93176625,2.812966823577881,51,19,12,74,468
40,2940,-209.32600000000002,20.256277777777775,36,21,0.930175,2.107388496398926,47,10,10,62,485
41,3017,-258.238,21.203449999999997,40,29,0.92834625,3.50930118560791,49,18,10,66,504
42,3101,-560.175,26.957717391304346,46,55,0.92635125,2.9265999794006348,54,18,12,75,525
43,3187,-224.87499999999994,19.76058139534883,43,29,0.92430875,2.0866355895996094,54,15,17,78,546
44,3279,-78.30599999999987,16.14011764705882,51,27,0.92212375,3.128653049468994,60,16,16,82,569
45,3348,-107.47500000000011,17.63148648648648,37,16,0.920485,2.3943393230438232,45,13,11,62,587
46,3458,-17.105999999999852,15.229730769230763,52,25,0.9178725,1.8312839269638062,61,33,16,98,614
47,3539,-537.5840000000001,26.610311111111105,45,52,0.91594875,2.4480626583099365,54,15,12,73,634
48,3611,-366.20899999999995,23.121404761904756,42,37,0.91423875,2.8375349044799805,50,11,11,65,652
49,3690,-661.453,28.942891304347818,46,61,0.9123625,2.076495885848999,57,14,8,68,672
50,3761,-278.986,22.13205405405405,37,27,0.91067625,1.6339969635009766,45,16,10,62,690
51,3844,-124.14400000000002,17.736684210526306,38,17,0.908705,3.240736484527588,45,23,15,69,711
52,3924,-89.55800000000009,16.780205128205125,39,16,0.906805,2.725076198577881,50,17,13,77,731
53,3992,68.58800000000002,13.143567567567562,37,5,0.90519,2.2793338298797607,45,13,10,60,748
54,4047,-126.51299999999998,18.5946129032258,31,11,0.90388375,2.122192621231079,39,8,8,50,761
55,4128,-23.84799999999987,15.217449999999996,40,13,0.90196,1.9720802307128906,49,17,15,71,782
56,4238,70.15099999999998,13.543854838709674,62,28,0.8993475,2.574720859527588,71,26,13,94,809
57,4296,-115.11800000000007,18.929928571428565,28,8,0.89797,1.9793219566345215,37,13,8,53,824
58,4350,-354.41599999999994,25.917374999999996,32,28,0.8966875,1.9081696271896362,41,7,6,51,837
59,4412,-172.14200000000005,19.487199999999998,35,18,0.895215,2.477800130844116,43,10,9,59,853
60,4465,-354.92100000000005,27.06382758620689,29,25,0.89395625,3.336549758911133,39,7,7,47,866
61,4517,-441.5240000000001,28.882466666666662,30,30,0.89272125,1.9953957796096802,40,7,5,47,879
62,4579,-167.38099999999997,19.493171428571422,35,18,0.89124875,2.834188938140869,45,5,12,57,894
63,4637,-625.925,32.52514705882352,34,46,0.88987125,2.3976645469665527,45,6,7,53,909
64,4700,-428.673,26.81751428571428,35,35,0.888375,3.141075611114502,44,13,6,59,925
65,4762,-131.52900000000008,18.951843749999995,32,13,0.8869025,2.0383458137512207,43,12,7,57,940
66,4811,-291.124,25.618999999999993,26,17,0.88573875,2.435037612915039,37,9,3,44,952
67,4875,-232.3850000000001,21.790156249999995,32,19,0.88421875,1.7279257774353027,42,12,10,60,968
68,4949,-358.262,24.39283333333333,36,31,0.88246125,2.378157615661621,48,14,12,67,987
69,5023,-226.996,20.173649999999995,40,26,0.88070375,3.398195266723633,52,17,5,68,1005
70,5081,-459.186,28.45836363636363,33,35,0.87932625,4.073624134063721,42,10,6,49,1020
71,5176,-329.22099999999995,21.50067391304347,46,38,0.87707,2.6207804679870605,58,18,19,84,1044
72,5248,-683.7159999999998,33.071243243243245,37,54,0.87536,2.846730947494507,48,16,8,65,1062
73,5315,-172.83000000000007,19.26351351351351,37,20,0.87376875,3.3191864490509033,46,13,8,58,1078
74,5376,-189.6359999999999,19.849333333333327,36,20,0.87232,2.4962093830108643,47,8,6,56,1094
75,5440,-191.519,22.169576923076917,26,11,0.8708,2.376204252243042,35,18,11,57,1110
76,5524,-300.3730000000001,21.709840909090904,44,36,0.868805,2.766597032546997,53,17,14,75,1131
77,5577,-155.42700000000008,20.19729629629629,27,9,0.86754625,2.5428199768066406,36,7,10,49,1144
78,5654,-209.68400000000008,19.738349999999993,40,25,0.8657175,2.1674540042877197,49,13,15,69,1163
79,5715,-620.617,33.25108823529411,34,48,0.86426875,2.099236488342285,44,9,8,55,1178
80,5795,-378.069,23.52307142857142,42,38,0.86236875,2.6956706047058105,52,18,10,72,1198
81,5889,-69.75700000000015,15.929937499999994,48,23,0.86013625,2.996304988861084,60,22,12,81,1222
82,5943,-338.20599999999996,23.97655555555555,36,30,0.85885375,2.628156900405884,44,5,5,50,1235
83,6021,-265.06000000000006,20.813255813953482,43,32,0.85700125,3.5531065464019775,53,16,9,69,1255
84,6074,-114.38100000000014,18.643033333333328,30,10,0.8557425,3.546835422515869,39,5,9,49,1268
85,6130,-287.33400000000006,23.944645161290318,31,22,0.8544125,3.0252647399902344,39,12,5,51,1282
86,6200,-427.948,26.79651428571428,35,35,0.85275,2.527538776397705,46,17,7,62,1300
87,6276,-85.65900000000002,16.67973809523809,42,19,0.8509450000000001,2.0660600662231445,51,14,11,67,1319
88,6361,-133.889,17.925659090909086,44,25,0.84892625,3.4549498558044434,53,16,16,77,1340
89,6412,-54.5419999999999,16.59619354838709,31,7,0.847715,2.299182415008545,40,5,6,47,1353
90,6500,-229.64000000000004,19.989090909090905,44,31,0.8456250000000001,2.3461337089538574,54,22,12,76,1375
91,6566,-72.15800000000004,16.862722222222217,36,13,0.8440575,2.7786366939544678,46,10,10,59,1391
92,6613,-386.065,29.110925925925923,27,25,0.84294125,2.3401224613189697,37,3,7,44,1403
93,6689,-192.70100000000014,19.690024999999995,40,25,0.84113625,2.5103633403778076,51,15,10,71,1422
94,6726,-407.00200000000007,32.25921739130434,23,22,0.8402575,2.6711158752441406,31,2,4,35,1431
95,6792,-106.42800000000004,18.32131034482758,29,8,0.8386899999999999,3.4794492721557617,37,18,11,63,1448
96,6848,-115.0869999999999,18.235499999999995,34,14,0.83736,2.430540084838867,43,5,8,53,1462
97,6904,-228.75099999999998,20.991205882352936,34,20,0.83603,2.620122194290161,43,8,5,48,1476
98,6971,-512.473,27.88187179487179,39,45,0.83443875,3.078490972518921,47,12,8,60,1492
99,7051,-903.6320000000002,34.01217021276595,47,79,0.83253875,2.2316646575927734,59,15,6,71,1512
100,7127,-532.6619999999999,26.280044444444442,45,51,0.83073375,3.3691303730010986,56,14,6,68,1531
101,7196,-372.36799999999994,24.926972972972965,37,34,0.829095,3.025519609451294,46,16,7,60,1549
102,7271,-532.5260000000001,28.65220512820512,39,47,0.8273137500000001,2.6615164279937744,49,17,9,68,1567
103,7323,-222.426,22.246199999999995,30,17,0.82607875,2.8923044204711914,38,10,4,48,1580
104,7404,-41.16300000000004,15.87885365853658,41,16,0.824155,2.1000254154205322,53,15,13,74,1601
105,7472,-129.591,17.726452380952374,42,22,0.82254,2.7231569290161133,51,9,8,61,1618
106,7532,-297.682,22.70110526315789,38,30,0.821115,2.360546588897705,47,9,4,54,1633
107,7583,-407.04499999999996,27.80629032258064,31,30,0.81990375,2.7067902088165283,41,5,5,48,1645
108,7652,-201.10800000000006,20.1545641025641,39,25,0.818265,3.048537254333496,49,12,8,61,1663
109,7723,-273.57000000000016,20.855999999999995,45,35,0.81657875,2.79938006401062,53,13,5,63,1680
110,7779,-166.22199999999998,19.73278787878787,33,16,0.81524875,2.3902394771575928,43,9,4,53,1694
111,7863,63.41499999999991,13.406860465116274,43,11,0.81325375,2.6661572456359863,53,22,9,78,1715
112,7927,-457.62499999999994,26.96121621621621,37,39,0.81173375,2.132890224456787,46,12,6,58,1731
113,7990,-41.74700000000004,15.991540540540536,37,12,0.8102374999999999,2.895965099334717,45,12,6,60,1747
114,8038,-231.6910000000001,22.47072413793103,29,16,0.8090975,4.426332950592041,37,7,4,46,1759
115,8099,-16.958999999999975,15.214968749999995,32,5,0.80764875,3.7119345664978027,41,12,8,54,1774
116,8198,-38.6880000000001,15.309966666666666,60,33,0.8052975,2.2035181522369385,70,20,9,83,1799
117,8261,-486.038,27.45805405405405,37,40,0.80380125,3.2640621662139893,46,8,9,55,1815
118,8309,-266.3140000000001,23.42787096774193,31,21,0.80266125,2.990200996398926,39,4,5,46,1827
119,8379,-447.44599999999997,25.180390243902433,41,41,0.80099875,3.181464672088623,50,15,5,58,1844
120,8481,159.41300000000004,11.972267857142851,56,17,0.79857625,2.7832119464874268,63,25,14,90,1870
121,8524,-149.65799999999996,20.81783333333333,24,6,0.797555,1.820314884185791,33,7,3,41,1881
122,8593,-169.7490000000001,19.20128947368421,38,21,0.79591625,2.79905366897583,47,12,10,63,1898
123,8662,-36.06599999999993,15.946210526315785,38,13,0.7942775,2.6847901344299316,46,12,11,60,1915
124,8727,-76.91700000000003,17.0250606060606,33,10,0.79273375,2.7726409435272217,40,16,9,59,1931
125,8789,-236.431,21.60945714285714,35,23,0.79126125,2.624006748199463,43,9,10,57,1947
126,8846,11.121000000000066,14.649968749999996,32,4,0.7899075,3.2287161350250244,39,10,8,53,1961
127,8917,-251.54000000000002,21.659999999999997,37,26,0.78822125,1.8122966289520264,45,14,12,62,1979
128,8992,-405.80599999999987,23.970139534883717,43,41,0.78644,3.867743730545044,54,12,9,70,1998
129,9065,-312.701,22.32311904761904,42,35,0.78470625,3.033416748046875,51,9,13,68,2016
130,9123,-139.90399999999994,19.820482758620685,29,11,0.78332875,2.548025131225586,37,10,11,56,2030
131,9204,162.34000000000012,11.080909090909087,44,5,0.781405,3.200345039367676,54,17,10,73,2051
132,9260,-271.1170000000001,23.157718749999994,32,22,0.780075,4.154112815856934,40,9,7,53,2065
133,9319,-54.955,16.38541666666666,36,12,0.77867375,1.9571213722229004,44,7,8,55,2079
134,9379,-342.01800000000003,24.10697297297297,37,32,0.77724875,3.3978424072265625,48,6,6,55,2094
135,9438,-295.52599999999995,24.681199999999997,30,22,0.7758475,2.9293229579925537,39,11,9,55,2109
136,9520,120.76299999999995,12.202377777777771,45,9,0.7739,4.0401105880737305,53,16,13,73,2130
137,9592,-260.01000000000005,20.812325581395346,43,32,0.7721899999999999,2.7855336666107178,52,12,8,65,2148
138,9651,43.06099999999995,13.52469444444444,36,5,0.77078875,2.4910831451416016,44,10,5,53,2162
139,9698,-285.953,23.900096774193543,31,22,0.7696725,3.1446659564971924,39,3,5,44,2174
140,9757,-363.05700000000013,24.2893947368421,38,34,0.76827125,3.6164934635162354,47,6,6,54,2189
141,9843,165.1839999999999,11.375234042553187,47,8,0.76622875,3.4325876235961914,55,13,18,80,2210
142,9923,100.70099999999998,12.591717391304345,46,11,0.76432875,2.4717037677764893,56,16,8,71,2230
143,10003,-153.90899999999982,18.424499999999995,42,24,0.76242875,2.4121885299682617,54,18,8,69,2250
144,10071,-32.791000000000196,15.567274999999995,40,14,0.76081375,3.624008893966675,48,10,10,62,2267
145,10138,-80.62200000000016,17.176810810810807,37,15,0.7592225,3.896336555480957,44,15,8,61,2284
146,10199,-26.660000000000053,15.653939393939389,33,7,0.75777375,3.173710823059082,41,12,8,56,2299
147,10257,-562.51,29.79648648648648,37,46,0.75639625,2.5567173957824707,44,10,4,53,2314
148,10328,-227.78200000000004,20.183619047619043,42,29,0.75471,3.0476369857788086,50,14,7,63,2332
149,10412,-188.20000000000013,19.37372093023255,43,28,0.752715,3.845919132232666,52,19,13,78,2353
150,10472,-868.993,39.25494285714285,35,64,0.75129,3.1999611854553223,44,9,7,54,2368
151,10562,-282.70500000000004,20.351499999999994,50,40,0.7491525,3.173579454421997,59,18,13,79,2390
152,10642,15.214999999999975,14.527558139534877,43,14,0.7472525,2.7923624515533447,51,19,10,68,2410
153,10690,-215.57100000000003,21.9141724137931,29,15,0.7461125,2.624634027481079,37,5,6,48,2422
154,10744,-376.90900000000005,26.834483870967738,31,28,0.74483,2.772829532623291,40,10,4,50,2436
155,10798,-117.45299999999993,18.306264705882345,34,14,0.7435475,2.775667190551758,44,6,4,51,2449
156,10856,-137.74499999999998,18.86863636363636,33,14,0.74217,3.5380117893218994,43,7,8,53,2464
157,10906,-252.56100000000004,23.610407407407404,27,15,0.7409825,3.602656602859497,36,6,8,48,2476
158,10990,-242.18000000000012,19.82739130434782,46,33,0.7389875,2.2316360473632812,54,18,12,79,2497
159,11054,-160.34399999999988,19.70345454545454,33,16,0.7374675,3.1087372303009033,42,9,13,61,2513
160,11110,-34.65299999999995,16.04766666666666,33,8,0.7361375,3.017540693283081,41,7,8,54,2527
161,11172,-181.79500000000004,19.64121621621621,37,21,0.734665,3.520962953567505,45,10,7,59,2543
162,11222,-136.95300000000003,19.229433333333326,30,11,0.7334775,4.103142261505127,38,5,7,48,2555
163,11283,12.480000000000004,14.40710526315789,38,9,0.73202875,4.112161636352539,46,10,5,55,2570
164,11344,-339.88200000000006,24.022277777777774,36,30,0.73058,3.1685240268707275,44,9,8,57,2586
165,11387,-114.12500000000004,19.544374999999995,24,4,0.72955875,3.240619421005249,33,4,6,43,2596
166,11449,-240.99,21.597428571428566,35,23,0.72808625,2.909968852996826,43,11,8,57,2612
167,11522,-109.34799999999998,17.205288888888884,45,24,0.7263525,3.2110087871551514,54,8,11,70,2630
168,11594,40.87299999999995,13.786119047619044,42,11,0.7246425000000001,3.2168819904327393,50,11,11,67,2648
169,11676,-69.61099999999999,16.266534883720926,43,19,0.7226950000000001,2.853318929672241,53,14,15,72,2669
170,11745,-122.62000000000003,18.12583333333333,36,16,0.72105625,3.3799819946289062,44,16,9,61,2686
171,11808,-21.2049999999999,15.622205882352937,34,8,0.71956,2.703012466430664,43,15,5,60,2702
172,11878,-942.7130000000002,36.08393181818181,44,78,0.7178975000000001,3.843367099761963,55,13,2,58,2719
173,11938,-132.10399999999998,18.52955555555555,36,17,0.7164725000000001,3.6062164306640625,45,11,4,52,2734
174,12006,-318.25800000000004,23.110736842105258,38,31,0.7148575,4.202800273895264,47,16,5,60,2751
175,12070,-50.68100000000005,16.33186842105263,38,14,0.7133375,3.8659026622772217,48,9,7,58,2767
176,12113,-414.541,32.06295833333333,24,24,0.71231625,3.0287110805511475,33,7,3,41,2778
177,12209,39.188999999999965,14.069264150943393,53,22,0.7100362499999999,3.219350576400757,62,20,14,84,2802
178,12295,-690.2399999999999,30.583953488372085,43,60,0.70799375,3.644094944000244,57,16,13,73,2823
179,12370,-396.2020000000001,23.393956521739128,46,44,0.7062124999999999,3.5843076705932617,55,12,8,69,2842
180,12418,-185.556,20.68486666666666,30,14,0.7050725,2.8476927280426025,38,9,1,45,2854
181,12474,-441.53200000000004,26.846999999999994,36,37,0.7037424999999999,4.104918003082275,47,5,4,51,2868
182,12542,-260.159,23.125593749999993,32,22,0.7021275,4.383297920227051,42,12,14,62,2885
183,12605,-702.9129999999999,33.69036111111111,36,53,0.70063125,3.0873703956604004,45,12,6,55,2901
184,12675,-320.78600000000006,24.431352941176467,34,28,0.6989687499999999,2.5938658714294434,44,14,12,66,2918
185,12738,-26.623999999999967,15.614971428571426,35,9,0.6974724999999999,2.733997344970703,43,10,10,61,2934
186,12816,-140.221,17.6559387755102,49,30,0.69562,4.285272121429443,58,12,8,73,2954
187,12866,-33.154000000000025,16.27130769230769,26,1,0.6944325,3.7323858737945557,33,7,10,49,2966
188,12921,-274.567,24.149233333333328,30,21,0.6931262499999999,3.383467435836792,38,8,9,50,2980
189,13009,59.48499999999983,13.707699999999996,50,18,0.69103625,4.493968963623047,59,16,13,76,3002
190,13065,-199.844,21.44529032258064,31,17,0.68970625,4.273502349853516,41,11,4,50,3016
191,13132,-409.6210000000001,25.24438461538461,39,38,0.688115,3.7664237022399902,48,10,9,59,3033
192,13193,-317.92800000000005,24.328727272727264,33,26,0.68666625,3.8048136234283447,43,10,8,55,3048
193,13267,-657.4760000000001,29.600363636363628,44,59,0.68490875,3.3137283325195312,55,13,6,67,3066
194,13352,71.59599999999989,13.142590909090904,44,11,0.68289,3.3119142055511475,52,20,13,78,3088
195,13407,-325.22699999999986,24.702636363636362,33,27,0.6815837499999999,3.417994737625122,42,9,4,51,3101
196,13493,265.57699999999977,9.13346808510638,47,1,0.67954125,3.8002285957336426,55,16,15,76,3123
197,13549,-206.05299999999994,20.583972222222215,36,22,0.67821125,2.6335809230804443,46,7,3,52,3137
198,13611,-312.64199999999994,22.690299999999997,40,33,0.67673875,2.8461809158325195,50,9,3,56,3152
199,13665,-150.851,19.540999999999993,31,13,0.67545625,3.5994880199432373,41,5,8,51,3166
200,13728,-156.916,19.17047058823529,34,16,0.67396,3.1762523651123047,42,9,12,58,3182
201,13797,-526.683,27.664824999999997,40,46,0.67232125,3.1803576946258545,48,12,9,61,3199
202,13867,-517.234,27.553099999999993,40,46,0.6706587500000001,3.6773152351379395,49,10,11,65,3216
203,13926,-267.70899999999995,23.47222580645161,31,21,0.6692575000000001,3.174375057220459,40,12,7,53,3231
204,13991,-282.4150000000001,22.298552631578943,38,29,0.66771375,3.3622677326202393,48,10,7,60,3247
205,14060,-171.20000000000005,19.752777777777773,36,20,0.666075,3.5192208290100098,43,16,10,64,3265
206,14144,41.137999999999835,13.696851063829781,47,15,0.66408,4.394043922424316,57,16,11,70,3286
207,14201,-289.289,22.549114285714282,35,25,0.66272625,3.635420560836792,44,6,7,53,3300
208,14260,-110.70900000000003,18.073583333333332,36,16,0.661325,3.9390716552734375,45,8,6,56,3315
209,14323,-226.15800000000007,21.002444444444436,36,23,0.65982875,3.889150619506836,46,10,7,60,3330
210,14371,-99.08699999999988,18.03312903225806,31,10,0.65868875,3.861967086791992,39,3,6,46,3342
211,14443,-21.121999999999943,15.59977142857142,35,9,0.6569787500000001,2.9162518978118896,44,15,13,66,3360
212,14495,-139.356,19.64286666666666,30,12,0.6557437500000001,3.3027095794677734,38,7,7,48,3373
213,14556,-65.08200000000002,17.030374999999996,32,9,0.6542950000000001,3.390671491622925,41,9,11,56,3389
214,14627,-51.878999999999934,15.918724999999995,40,15,0.65260875,2.9750523567199707,51,7,13,65,3406
215,14707,138.44300000000007,11.73629545454545,44,7,0.6507087500000001,3.2672762870788574,53,11,16,73,3426
216,14798,-596.0359999999998,27.102208333333326,48,59,0.6485475,4.668628692626953,60,18,13,81,3449
217,14860,-70.13699999999997,17.033031249999993,32,9,0.6470750000000001,2.504422187805176,42,12,8,58,3465
218,14939,-208.07899999999995,18.938551020408156,49,34,0.64519875,2.572840690612793,59,11,9,70,3484
219,15004,-100.19000000000004,17.569459459459456,37,16,0.6436550000000001,5.395509719848633,46,7,12,64,3501
220,15068,-352.547,25.544281249999994,32,27,0.642135,3.2210159301757812,43,8,13,59,3517
221,15151,-345.22099999999995,21.773770833333327,48,42,0.64016375,4.137957572937012,60,15,8,75,3537
222,15192,-360.67299999999994,27.523678571428565,28,24,0.6391899999999999,3.6840310096740723,37,3,1,40,3548
223,15251,-261.825,22.710468749999997,32,21,0.63778875,3.3349430561065674,43,7,9,55,3562
224,15322,-110.4479999999999,17.904421052631573,38,18,0.6361025,4.118208885192871,46,17,8,67,3580
225,15372,-177.26800000000006,20.555741935483866,31,15,0.6349150000000001,3.537964344024658,39,7,4,46,3593
226,15426,-226.71900000000005,23.022555555555552,27,14,0.6336325,3.292505979537964,35,8,11,50,3606
227,15483,-385.19500000000005,28.574107142857137,28,26,0.63227875,2.9870691299438477,38,7,12,56,3620
228,15541,-204.48200000000006,20.26144444444444,36,21,0.63090125,3.7770872116088867,45,6,7,54,3635
229,15604,-695.5039999999999,31.761849999999992,40,57,0.629405,4.199995994567871,53,7,3,58,3651
230,15659,-230.7450000000001,22.435344827586203,29,16,0.6280987499999999,5.198508262634277,37,6,12,52,3664
231,15719,-71.76800000000006,16.802378378378375,37,14,0.6266737499999999,4.144876480102539,45,7,8,53,3679
232,15774,-114.16899999999994,18.408406249999995,32,12,0.6253675000000001,3.972581624984741,41,4,10,52,3693
233,15826,-130.70499999999998,18.926406249999996,32,13,0.6241325,3.3852829933166504,41,5,6,49,3706
234,15877,-192.44499999999994,21.245833333333326,30,15,0.6229212500000001,3.578124761581421,38,6,7,48,3719
235,15932,-196.41600000000005,20.822999999999993,32,17,0.621615,2.9214892387390137,40,7,8,50,3733
236,15992,-237.25199999999995,22.255062499999994,32,20,0.62019,3.9644787311553955,42,9,9,53,3748
237,16043,-139.14,19.635666666666662,30,12,0.61897875,3.639381170272827,38,6,7,49,3760
238,16084,-464.559,32.48149999999999,26,29,0.618005,3.947154998779297,34,3,4,40,3771
239,16190,-10.842999999999876,14.903108695652167,46,18,0.6154875,4.125794410705566,59,17,30,96,3797
240,16243,-295.3080000000001,23.795393939393932,33,25,0.61422875,3.8954105377197266,42,5,6,49,3810
241,16361,36.33799999999985,13.900035714285709,56,24,0.6114262500000001,3.4911937713623047,67,25,26,105,3840
242,16429,-89.13900000000001,16.81681578947368,38,15,0.60981125,4.245439052581787,48,10,10,60,3857
243,16498,-238.81,21.43147058823529,34,21,0.6081725,3.562340259552002,44,11,14,60,3874
244,16548,-318.873,27.26088461538461,26,20,0.606985,4.133078575134277,37,4,9,48,3887
245,16608,-77.11399999999992,16.862055555555553,36,13,0.60556,2.6642510890960693,44,8,8,54,3902
246,16666,-163.26800000000003,19.3390303030303,33,15,0.6041825000000001,3.1257011890411377,41,9,8,53,3916
247,16738,1.570999999999998,14.833724999999992,40,12,0.6024725,3.4468472003936768,49,15,8,63,3934
248,16808,-442.4000000000001,26.86777777777777,36,37,0.6008100000000001,3.685908555984497,44,10,16,63,3952
249,16874,-222.44099999999992,21.20888571428571,35,22,0.5992425,3.4807043075561523,44,9,13,60,3968
250,16945,-974.0510000000002,42.25431428571428,35,71,0.59755625,4.991085529327393,49,7,15,66,3986
251,17026,-6.993999999999971,15.151644444444441,45,18,0.5956325,4.416496276855469,56,8,17,76,4006
252,17107,1.8460000000000463,14.832714285714282,42,14,0.59370875,3.748077392578125,52,11,18,73,4026
253,17190,-0.16799999999982873,14.302744186046507,43,13,0.5917375,3.6616692543029785,50,18,15,73,4047
254,17257,-101.5270000000001,17.53781578947368,38,17,0.5901462500000001,5.437475204467773,48,10,9,61,4064
255,17315,-355.0679999999999,26.72337931034482,29,24,0.5887687500000001,3.856689929962158,38,11,9,54,4078
256,17396,-73.26500000000004,16.58383720930232,43,20,0.5868450000000001,4.013623237609863,54,11,16,72,4099
257,17487,-272.13300000000004,20.90056097560975,41,29,0.5846837500000001,3.4874391555786133,51,19,21,79,4121
258,17552,-398.07500000000005,26.265147058823523,34,32,0.58314,3.7304983139038086,47,12,6,57,4138
259,17627,-96.18100000000008,16.61502272727272,44,21,0.58135875,2.4006705284118652,53,10,12,66,4156
260,17684,-280.639,23.88770967741935,31,22,0.5800050000000001,4.118438243865967,40,5,12,54,4171
261,17747,-272.318,22.284111111111105,36,26,0.57850875,2.87298583984375,46,8,9,57,4186
262,17821,-205.99600000000015,20.169882352941173,34,18,0.57675125,5.452780723571777,42,10,22,68,4205
263,17907,7.5460000000000775,14.82486363636363,44,16,0.5747087500000001,3.7796850204467773,55,15,16,75,4226
264,17966,-498.43799999999993,31.83924137931034,29,34,0.5733075000000001,3.6282131671905518,37,12,10,52,4241
265,18027,-9.885999999999981,15.150499999999994,32,5,0.5718587500000001,3.761903762817383,42,12,7,57,4256
266,18110,63.56999999999992,13.030749999999994,40,7,0.5698875000000001,3.4651830196380615,49,14,20,72,4277
267,18204,-210.40599999999992,18.91665217391304,46,30,0.567655,3.486433506011963,54,16,24,84,4301
268,18303,25.834999999999866,14.115480769230762,52,21,0.56530375,4.127613067626953,65,18,16,86,4325
269,18411,-266.5239999999999,20.12844897959183,49,38,0.5627387500000001,3.833012104034424,62,23,23,95,4352
270,18520,-120.55000000000017,17.17471698113207,53,33,0.5601499999999999,2.9286773204803467,64,16,29,100,4380
271,18597,-192.11000000000018,20.66363636363636,33,18,0.5583212500000001,3.3573110103607178,43,13,21,70,4399
272,18659,-512.022,29.05491428571428,35,40,0.5568487500000001,3.504364013671875,43,9,10,56,4414
273,18758,-11.121999999999872,14.917439999999997,50,22,0.5544975000000001,3.3133676052093506,60,14,25,91,4439
274,18834,-41.13499999999998,15.946447368421047,38,13,0.5526925,3.613311290740967,45,14,17,68,4458
275,18928,-9.57200000000006,14.399450980392151,51,21,0.55046,3.515474557876587,59,15,20,82,4482
